Company,Location_HQ,Industry,Laid_Off_Count,Date,Source,List_of_Employees_Laid_Off,Funds_Raised,Stage,Date_Added,Country,Percentage
Clubhouse,SF Bay Area,Consumer,,2022-06-03 00:00:00,https://www.bloomberg.com/news/articles/2022-06-03/audio-app-clubhouse-lays-off-staff-as-strategy-shifts#xj4y7vzkg,Unknown,110.0,Series C,2022-06-04 02:38:08,United States,
Tesla,Austin,Transportation,,2022-06-03 00:00:00,https://www.cnbc.com/2022/06/03/heres-the-email-elon-musk-sent-all-tesla-employees-10percent-job-cuts.html,Unknown,20200.0,Post-IPO,2022-11-10 00:54:47,United States,0.1
Carbon Health,SF Bay Area,Healthcare,250,2022-06-02 00:00:00,https://www.forbes.com/sites/katiejennings/2022/06/02/healthtech-unicorn-carbon-health-lays-off-250-employees/,Unknown,522.0,Series D,2022-06-02 16:32:32,United States,0.08
Favo,Sao Paulo,Food,170,2022-06-02 00:00:00,https://exame.com/negocios/de-malas-prontas-startup-favo-deixa-o-brasil-e-demite-170-funcionarios/,Unknown,31.0,Series A,2022-06-02 23:44:23,Brazil,
PolicyGenius,New York City,Finance,170,2022-06-02 00:00:00,https://techcrunch.com/2022/06/02/insurtech-policygenius-cuts-25-of-staff-less-than-3-months-after-raising-125m/,Unknown,286.0,Series E,2022-06-02 19:58:37,United States,0.25
Yojak,Gurugram,Construction,140,2022-06-02 00:00:00,https://inc42.com/buzz/info-edge-backed-yojak-lays-off-around-140-employees/,Unknown,3.0,Seed,2022-06-05 21:38:19,India,0.5
Envato,Melbourne,Marketing,100,2022-06-02 00:00:00,https://www.smartcompany.com.au/technology/envato-redundancy-business-restructuring/,Unknown,,Unknown,2022-06-02 20:30:21,Australia,
Gemini,New York City,Crypto,100,2022-06-02 00:00:00,https://www.bloomberg.com/news/articles/2022-06-02/winklevoss-twins-gemini-slashes-staff-10-on-crypto-slump,Unknown,423.0,Unknown,2022-06-02 16:45:39,United States,0.1
Stord,Atlanta,Logistics,59,2022-06-02 00:00:00,https://www.businessinsider.com/stord-layoffs-supply-chain-tech-startup-after-raising-120-million-2022-6,Unknown,325.0,Series D,2022-06-03 17:55:16,United States,0.08
Gather,SF Bay Area,Consumer,30,2022-06-02 00:00:00,https://www.forbes.com/sites/kenrickcai/2022/07/08/gather-town-layoffs-virtual-office-startup-june-2022/?sh=2ca5ac9d4748,Unknown,76.0,Series B,2022-06-16 02:47:14,United States,0.33
Shef,SF Bay Area,Food,29,2022-06-02 00:00:00,Internal memo,Unknown,28.0,Series A,2022-06-03 22:21:40,United States,
IRL,SF Bay Area,Consumer,25,2022-06-02 00:00:00,https://techcrunch.com/2022/06/02/irl-layoffs-abraham-shafi-social-media/,Unknown,197.0,Series C,2022-06-02 20:29:40,United States,0.25
Esme Learning,Boston,Education,,2022-06-02 00:00:00,https://esmelearning.com/blogs/news/esmes-new-horizon,Unknown,37.0,Unknown,2022-06-02 23:48:24,United States,
Kaodim,Selangor,Consumer,,2022-06-02 00:00:00,"https://www.thestar.com.my/tech/tech-news/2022/06/02/malaysian-startup-kaodim-to-shut-down-on-july-1-cites-rising-costs-among-challenges#:~:text=Kaodim%20has%20announced%20that%20its,operational%20from%20July%201%2C%202022",Unknown,17.0,Series B,2022-06-11 04:04:05,United States,1.0
Rain,Manama,Finance,,2022-06-02 00:00:00,https://www.bloomberg.com/news/articles/2022-06-02/coinbase-backed-rain-cuts-jobs-amid-cryptocurrency-selloff?srnd=technology-vp#xj4y7vzkg,Unknown,202.0,Series B,2022-06-04 22:00:24,Bahrain,
TomTom,Amsterdam,Transportation,500,2022-06-01 00:00:00,https://www.businessinsider.com/tomtom-gps-navigation-tech-layoffs-employees-maps-unit-2022-6,Unknown,,Post-IPO,2023-01-24 23:00:51,Netherlands,0.1
Cybereason,Boston,Security,100,2022-06-01 00:00:00,https://www.calcalistech.com/ctechnews/article/s1zg60v005,Unknown,750.0,Series F,2022-06-01 15:45:50,United States,0.06
Udayy,Gurugram,Education,100,2022-06-01 00:00:00,https://www.moneycontrol.com/news/business/startup/info-edge-backed-edtech-startup-udayy-shuts-down-lays-off-all-employees-8621551.html,Unknown,2.0,Seed,2022-06-01 15:41:15,India,1.0
2TM,Sao Paulo,Crypto,90,2022-06-01 00:00:00,"https://www.terra.com.br/noticias/tecnologia/2tm-dono-do-mercado-bitcoin-demite-90-funcionarios,9ce67613ba7b79292f03bc2027ceb77e9uw5hy0w.html",Unknown,250.0,Unknown,2022-06-02 03:21:30,Brazil,0.12
Curve,London,Finance,65,2022-06-01 00:00:00,https://www.altfi.com/article/9332_exclusive-curve-joins-klarna-in-mass-jobs-cut,Unknown,182.0,Series C,2022-06-02 18:07:38,United Kingdom,0.1
Loom,SF Bay Area,Product,34,2022-06-01 00:00:00,https://techcrunch.com/2022/06/01/a16z-backed-loom-video-layoffs/,Unknown,203.0,Series C,2022-06-01 23:34:42,United States,0.14
Skillshare,New York City,Education,31,2022-06-01 00:00:00,Internal memo,Unknown,136.0,Unknown,2022-06-09 19:53:41,United States,
Impala,London,Travel,30,2022-06-01 00:00:00,https://newsletter.pragmaticengineer.com/p/the-scoop-13,Unknown,32.0,Series B,2022-06-10 19:14:58,United Kingdom,0.35000000000000003
Eaze,SF Bay Area,Consumer,25,2022-06-01 00:00:00,https://www.businessinsider.com/cannabis-tech-startup-eaze-laid-off-employees-2022-6,Unknown,202.0,Series D,2022-06-02 21:37:58,United States,
Side,SF Bay Area,Real Estate,,2022-06-01 00:00:00,https://www.inman.com/2022/06/01/side-lays-off-10-of-workforce-1-year-after-unicorn-valuation/,Unknown,313.0,Unknown,2022-06-01 23:57:36,United States,0.1
Truck It In,Karachi,Logistics,,2022-06-01 00:00:00,https://techx.pk/truck-it-in-follows-the-airlift-and-swvl-path-laying-off-around-30-of-its-workforce/,Unknown,17.0,Seed,2022-06-01 15:51:57,Pakistan,0.3
Playtika,Tel Aviv,Consumer,250,2022-05-31 00:00:00,https://en.globes.co.il/en/article-israeli-mobile-games-co-playtika-to-lay-off-250-1001413811,Unknown,,Post-IPO,2022-05-31 15:22:20,Israel,0.06
Replicated,Los Angeles,Infrastructure,50,2022-05-31 00:00:00,https://www.replicated.com/blog/a-message-from-replicateds-ceo/,Unknown,85.0,Series C,2022-06-01 15:49:26,United States,
Tomo,Stamford,Finance,44,2022-05-31 00:00:00,https://www.businessinsider.com/purchase-mortgage-company-tomo-lays-off-staff-housing-market-slows-2022-5,Unknown,110.0,Series A,2022-06-01 00:56:27,United States,0.33
Getta,Tel Aviv,Transportation,30,2022-05-31 00:00:00,https://www.themarker.com/technation/2022-05-31/ty-article/.premium/00000181-18d2-d57f-afc1-b8d762210000,Unknown,49.0,Series A,2022-06-01 01:03:29,Israel,
